id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26057,-97.73441,Entire home/apt,176,2,630,2023-03-02,3.69,2,298,45,
5769,NW Austin Room,8186,Elizabeth,,78729,30.45697,-97.78422,Private room,42,1,275,2023-01-30,1.75,1,0,11,
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24885,-97.73587,Entire home/apt,109,30,122,2022-10-17,0.76,1,0,5,
6448,"Secluded Studio @ Zilker - King Bed, Bright & Airy",14156,Amy,,78704,30.26034,-97.76487,Entire home/apt,240,3,295,2023-03-09,2.10,1,133,27,
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23466,-97.73682,Entire home/apt,85,4,48,2021-11-13,0.30,1,36,0,
13035,Historic house in highly walkable East Austin,50793,Molly,,78702,30.26098,-97.73072,Entire home/apt,160,30,17,2022-12-07,0.12,2,306,3,
18258,3br/2ba Austin WFH Cottage - 15 min to DT,39458,Billy,,78745,30.19756,-97.78754,Entire home/apt,171,3,2,2022-11-12,0.42,1,134,2,
22828,Garage Apartment near South Congress/Riverside,56488,David,,78741,30.23614,-97.73225,Entire home/apt,65,29,50,2022-12-15,0.32,1,207,4,
22982,Clarksville Large 2-1,89031,Gina,,78703,30.28074,-97.75381,Entire home/apt,350,1,166,2023-01-02,1.05,1,124,2,
23496,SXSW pad to crash & regroup,8028,Sylvia,,78702,30.25123,-97.70463,Entire home/apt,200,3,0,,,2,87,0,
25028,Lovely Central Austin Bungalow,102862,Elana,,78757,30.33771,-97.73708,Entire home/apt,221,120,35,2021-07-28,0.22,2,123,0,
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35123,-97.76207,Entire home/apt,450,2,37,2022-11-26,0.25,1,348,3,
47572,Cozy Room in North Austin for Longer Stays,215917,Belinda,,78758,30.37783,-97.70749,Private room,43,30,7,2022-11-16,0.14,1,219,1,
50318,Scooby Doo House,12409,Flip,,78705,30.28588,-97.75145,Entire home/apt,136,30,33,2022-08-15,0.22,2,134,2,
57187,"Zilker's Peaceful Haven-Fun, Funky, and Colorful",272156,Lois,,78704,30.25756,-97.76995,Entire home/apt,109,1,955,2023-03-15,6.43,2,326,103,
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.26146,-97.77276,Entire home/apt,181,2,213,2023-03-07,1.47,2,306,49,
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.2309,-97.76619,Entire home/apt,134,2,446,2022-03-08,3.04,1,0,0,
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23644,-97.76611,Entire home/apt,239,2,36,2021-10-25,0.54,1,12,0,
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24648,-97.74913,Entire home/apt,165,2,175,2023-02-21,1.20,1,44,12,
72833,"Private, Detached Cottage with Full Kitchen",378744,Ellen And Andy,,78731,30.313,-97.75066,Entire home/apt,132,3,412,2023-03-12,2.82,1,5,25,
73005,3BR Convenient Gated Townhome w/ Pool Access!,128514,Vivian,,78727,30.41419,-97.73183,Entire home/apt,297,4,44,2023-01-04,0.30,1,137,4,
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.29016,-97.74478,Entire home/apt,111,30,59,2023-02-04,0.40,2,67,4,
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24473,-97.77923,Entire home/apt,194,2,251,2022-11-14,1.72,2,0,12,
75957,Charming 1 Bedroom Cottage Apt In Tarrytown,404260,Kelly,,78703,30.29033,-97.76886,Entire home/apt,163,2,424,2023-02-26,2.90,2,191,49,
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29192,-97.71939,Entire home/apt,144,2,222,2023-03-13,1.51,1,48,16,
76911,EastSideLavishness- A Stay of Comfort and Joy,394012,Cole,,78702,30.26945,-97.72491,Entire home/apt,893,2,196,2023-02-27,2.03,1,148,27,
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.25505,-97.72552,Entire home/apt,400,2,16,2019-05-27,0.11,1,0,0,
77347,Room or rooms,382265,Leslie,,78733,30.33877,-97.882,Private room,104,2,0,,,1,0,0,
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25023,-97.77985,Entire home/apt,179,2,53,2023-01-15,0.52,1,325,14,
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25659,-97.76772,Entire home/apt,1143,4,91,2022-10-17,1.24,2,122,1,
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.27672,-97.74799,Entire home/apt,240,1,6,2019-05-26,0.04,3,0,0,
78422,Living the Dream on Richardine (3br 1ba E. Austin),421002,E. Dixie,,78702,30.27443,-97.71135,Entire home/apt,79,4,11,2023-02-03,0.08,1,108,5,
78731,Large Room and Private Bath in Central East Austin,423131,Robin,,78702,30.27011,-97.72693,Private room,120,3,215,2022-11-13,1.61,2,145,30,
78884,Cozy Barton Hills Studio | Walk to Zilker Park,2157243,Sean,,78704,30.26126,-97.77358,Entire home/apt,148,2,190,2023-02-24,1.30,8,0,20,
79100,Bungalow-New Hot Tub-51st Area- G.Fiber-Monthly,425706,Robert,,78723,30.30933,-97.6952,Entire home/apt,127,30,38,2022-10-09,0.31,4,67,6,
79768,East-Side Bungalow,430091,Shawn,,78702,30.26035,-97.73253,Entire home/apt,225,4,34,2019-03-11,0.24,2,0,0,
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30393,-97.68872,Entire home/apt,357,2,4,2021-05-30,0.07,1,179,0,
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32395,-97.71851,Private room,77,2,259,2023-03-15,1.85,1,334,33,
84771,Campus Retreat,321037,Lucien,,78705,30.29386,-97.74188,Entire home/apt,81,2,16,2018-01-03,0.24,2,0,0,
89475,"2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,Greg & Amanda,,78757,30.35681,-97.72618,Entire home/apt,341,45,118,2023-02-05,0.92,12,101,2,
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24498,-97.74935,Entire home/apt,203,1,112,2022-10-24,0.78,2,358,8,
90957,"SOCO Austin, TX Guest Room in 2Bedroom House",236847,Lester,,78704,30.24574,-97.74828,Private room,84,1,5,2022-11-13,0.04,2,360,2,
104099,SXSW: Iconic Zilker West Neighborhood Guest Suite,213651,Daniel,,78704,30.254535068933667,-97.77675650778289,Entire home/apt,137,1,236,2023-03-06,1.69,2,74,40,
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24645,-97.74701,Entire home/apt,150,31,138,2022-11-12,0.96,2,252,3,
104394,SanctuarySuite on Preserve near Downtown,543424,Jill,,78745,30.20276,-97.82506,Private room,56,29,74,2013-04-18,0.51,1,66,0,
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.3027,-97.72945,Entire home/apt,127,20,98,2023-03-12,0.72,10,320,7,
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27521,-97.74793,Entire home/apt,259,1,2,2019-04-14,0.01,3,0,0,
128326,Austin City Limits by preserve. Private Pool!,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,289,3,83,2022-12-04,0.59,1,299,13,
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30215,-97.73046,Entire home/apt,249,20,87,2023-01-02,0.63,10,346,6,
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30397,-97.73037,Entire home/apt,218,20,95,2023-02-20,0.68,10,313,12,
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30203,-97.74235,Entire home/apt,150,30,206,2022-11-09,1.64,1,112,4,
155359,TheTramHouse,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,400,7,34,2022-10-16,0.25,2,32,1,
158398,Barton Hills oasis! Bike/scooter to Zilker Park!,760426,Lis,,78704,30.25288,-97.78491,Entire home/apt,899,4,17,2022-06-18,0.13,1,180,1,
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27767,-97.79126,Entire home/apt,800,3,8,2022-02-22,0.06,1,363,0,
174828,Light & Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33238,-97.71233,Entire home/apt,455,2,367,2023-02-20,2.62,1,201,26,
184853,78704  Austin Getaway Two Bedroom monthly rental.,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,138,30,7,2023-01-08,0.15,2,143,4,
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,821,2,39,2022-10-23,0.32,1,350,3,
202187,South Congress Apartment,989596,John,,78704,30.24867,-97.74678,Entire home/apt,72,1,943,2023-03-01,6.75,2,197,83,
202753,Parkside Loft - Entire bottom floor of the house.,729047,Tracy,,78703,30.276272,-97.757103,Private room,200,3,14,2022-05-31,0.23,1,87,1,
207054,Keep Austin Lovely in 2BR/1Ba Mid-Century Home,1018853,Merri Gale & Donald,,78741,30.24434,-97.73069,Entire home/apt,163,3,200,2023-03-13,1.44,1,73,25,
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.263203,-97.699829,Entire home/apt,212,2,139,2023-03-05,1.27,1,165,29,
210834,Holiday at Luxe Cottage - recently updated!,1039968,Megan,,78704,30.2527,-97.74385,Entire home/apt,718,3,19,2022-12-28,0.16,2,0,15,
218402,New to Austin?  Perfect WFH Suite!,1129520,Paulette,,78754,30.36145,-97.64397,Private room,30,28,27,2022-08-01,0.20,1,258,2,
219168,SOCO Living,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,250,2,8,2016-10-09,0.06,1,0,0,
222986,Circa 1899 Luxe Spa House - Walk DT,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.38,5,246,0,
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30732,-97.72782,Entire home/apt,112,30,114,2022-05-05,0.82,2,214,1,
227372,The Iconic Allen's Boots Clubhouse!,51183342,Hunter,,78704,30.247942,-97.749763,Entire home/apt,446,1,250,2023-03-06,1.87,11,124,21,
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,262,20,101,2023-01-22,0.74,10,242,9,
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.252,-97.75628,Entire home/apt,217,2,186,2023-03-07,1.99,4,193,46,
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25424,-97.72587,Entire home/apt,89,1,720,2023-03-05,5.34,4,33,124,
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.30339,-97.68465,Entire home/apt,175,2,1,2012-03-13,0.01,1,0,0,
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,267,2,170,2023-02-21,1.27,2,63,31,
252804,"» 3 bed, sleeps 5, 2 miles to DT",1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,100,30,94,2021-09-24,0.68,1,365,0,
254232,Central Austin Luxury Home,1335409,Eric,,78703,30.2791,-97.7546,Entire home/apt,689,4,6,2022-10-31,0.04,2,285,1,
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,264,3,45,2023-02-20,0.34,1,339,8,
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,541,1,116,2022-10-20,0.84,4,240,15,
281182,Great House in East Austin 2 miles to DT,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,414,3,51,2022-10-17,0.38,1,175,8,
282342,3bedroom 2.5bath Kitchen Garage for 30days or more,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,91,30,30,2022-11-04,0.22,1,15,2,
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78741,30.22484,-97.74223,Entire home/apt,1800,3,296,2022-08-15,2.21,22,179,13,
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,191,30,65,2022-12-31,0.48,2,201,3,
300574,Historic SOUTHAustin Retro Groovy LOFT 78704 proud,167892,Veronica,,78704,30.25525,-97.75756,Entire home/apt,144,2,441,2023-03-14,3.27,1,155,50,
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.2733,-97.7269,Private room,155,2,351,2023-02-26,2.58,1,297,42,
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,76,3,176,2022-11-14,1.30,17,361,20,
305392,SXSW * Eastside * Walk everywhere!,117233,Paige,,78702,30.25688,-97.73244,Entire home/apt,695,3,13,2022-03-17,0.11,1,0,1,
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0,0,
315239,Very convenient for SxSW,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2014-03-17,0.02,1,365,0,
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,400,3,9,2015-03-24,0.07,1,0,0,
317148,Nature's Way Home in Central East Austin,1628379,Martina,,78702,30.26772,-97.70824,Entire home/apt,335,3,39,2022-03-21,0.29,1,6,1,
319759,Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.26585,-97.73328,Entire home/apt,800,1,297,2023-02-24,2.22,12,283,36,
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,694,4,2,2015-03-18,0.02,1,0,0,
319894,The Perfect Austin Modern Home,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,205,2,185,2023-03-12,1.38,2,148,29,
321069,3/2 Central Austin Mid-Century Modern,1644741,Liz,,78704,30.25398,-97.77856,Entire home/apt,807,2,1,2018-06-23,0.02,1,74,0,
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,240,4,47,2018-03-25,0.35,1,0,0,
323733,4th St Loft in Downtown Austin!,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,178,1,362,2019-10-25,2.71,1,0,0,
324480,Charming Central Austin Apartment,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,99,30,1,2022-09-20,0.17,2,362,1,
325889,"Fab Location, Fun 3 Story w Clocktower, Jacuzzi",1666874,Brian,,78704,30.24583,-97.75472,Entire home/apt,756,3,84,2023-02-25,0.63,1,328,26,
326172,Central Austin Spacious Guest House with balcony,1665442,Lionel,,78756,30.326650619506836,-97.74362182617188,Entire home/apt,98,29,23,2022-03-18,0.17,1,248,1,
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,7,2022-08-07,0.05,1,354,1,
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27232,-97.72579,Private room,108,2,583,2023-02-24,4.36,5,0,48,
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,0,0,
333442,Rare Secluded 1940s Estate,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,542,3,166,2023-01-26,1.31,1,263,15,
333815,Solar Sanctuary - Austin Room,372962,Kim,,78704,30.25381,-97.75262,Private room,146,2,164,2022-10-24,1.23,1,39,18,
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24481,-97.72379,Entire home/apt,250,1,2,2013-03-17,0.01,1,0,0,
335885,"4Bed/2Bath Sleeps 12+ w Pool, Sauna, Gym & Games",1707903,Falkor,,78749,30.20621,-97.85577,Entire home/apt,1000,5,43,2021-07-05,0.32,1,89,0,
335945,"Comfy, Quiet and Well Appointed Austin townhome",1555683,Patrick,,78741,30.24026,-97.73338,Entire home/apt,264,3,34,2022-11-01,0.26,1,2,2,
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.25,1,83,0,
340045,Greenbelt Professional Loft,1725752,Shanti,,78746,30.25937,-97.79249,Entire home/apt,400,1,1,2021-12-30,0.07,1,0,0,
340630,2 Bedroom duplex for monthly rental,531267,Shelley,,78757,30.33061,-97.72531,Entire home/apt,50,30,23,2022-11-04,0.17,3,17,2,
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,750,4,124,2019-03-17,0.92,1,0,0,
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24623,-97.75904,Private room,150,2,90,2022-10-17,0.67,1,157,12,
342039,"Garden Guesthouse, central East Austin gem.",1735494,Steph And Joey,,78702,30.25158,-97.73147,Entire home/apt,177,1,350,2023-02-19,2.62,2,131,30,
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41633,-97.75228,Private room,44,31,3,2020-02-13,0.05,1,349,0,
343462,Charming Family Friendly Studio,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,157,1,255,2022-11-13,1.90,1,233,12,
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,47,30,35,2023-02-09,0.26,1,199,7,
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,299,3,8,2019-11-03,0.06,2,0,0,
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24619,-97.74569,Entire home/apt,401,2,174,2023-03-05,1.43,1,199,41,
345536,Artist's Hm. in Hip Bouldin Creek Area,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,192,2,290,2023-03-08,2.19,2,303,28,
347572,East Austin Bungalow,1761506,Savanna,,78702,30.26448,-97.71715,Entire home/apt,125,2,29,2020-03-01,0.22,1,0,0,
347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,607,1,65,2022-10-24,0.49,2,89,5,
347935,for formula one only...,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,643,5,1,2012-03-18,0.01,1,0,0,
349447,"Eastside Cabana - Near UT,Downtown",1975748,Meredith,,78702,30.27871,-97.72332,Entire home/apt,157,1,815,2023-03-01,6.09,5,1,92,
349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29932,-97.77631,Private room,88,1,71,2022-10-23,0.61,2,0,3,
350072,Updated Home Near Downtown w/Pool,1714818,Jessica,,78704,30.24643,-97.76403,Entire home/apt,825,3,6,2014-11-04,0.05,1,0,0,
351865,French country charming room/bath,1782559,Julie,,78754,30.33345,-97.64937,Private room,75,1,0,,,1,0,0,
353126,Monthly Rental Guest House /Apartment  in SoCo,1788349,Jeannie,,78704,30.2398,-97.74525,Entire home/apt,64,29,6,2020-06-30,0.04,3,258,0,
353261,4/3.5 SoCo Bungalow,1789494,Lara,,78704,30.24276,-97.75211,Entire home/apt,761,3,204,2023-02-27,1.86,1,226,19,
353955,SXSW Luxury 2 Bedroom appt!,1792021,Mykel,,78746,30.34574,-97.80069,Entire home/apt,225,3,1,2012-03-15,0.01,1,0,0,
354263,Artsy Guesthouse in Central Soco/Sola/Bouldin Creek Area,1752493,Gigi,,78704,30.24821,-97.76343,Entire home/apt,160,1,382,2023-02-07,2.85,2,324,33,
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25884,-97.73056,Entire home/apt,630,3,5,2017-03-15,0.04,1,0,0,
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28885,-97.76001,Entire home/apt,248,3,11,2017-07-05,0.08,1,0,0,
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22187,-97.7747,Entire home/apt,110,30,21,2021-05-02,0.16,1,0,0,
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24748,-97.74724,Entire home/apt,1000,1,3,2017-03-19,0.02,1,365,0,
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,100,1,0,,,1,0,0,
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.28097,-97.75393,Entire home/apt,97,2,14,2021-11-29,0.10,1,0,0,
356675,Midcentury Modern in Central Austin,1805253,Trey,,78703,30.3054,-97.76974,Entire home/apt,1050,30,2,2013-06-01,0.01,1,0,0,
356719,Cozy and Modern Home,1805524,Jai,,78723,30.30571,-97.69464,Entire home/apt,300,2,1,2012-11-20,0.01,1,0,0,
356837,Upscale 3 story Downtown Townhouse,1806205,Varun,,78701,30.28184,-97.74276,Entire home/apt,728,30,35,2022-07-22,0.26,3,348,6,
357529,Zilker Home walking distance to Zilker Park,1808807,Renee,,78704,30.25478,-97.76854,Entire home/apt,325,3,333,2023-02-26,2.49,2,118,54,
358164,Beautiful  Private Cottage,1812799,Monica,,78751,30.3124,-97.72007,Private room,114,2,220,2023-02-13,1.64,1,285,26,
358643,Entertainers Delight Close to SOCO,1815367,Kathy,,78704,30.22971,-97.76695,Entire home/apt,800,1,0,,,1,0,0,
362460,SXSW  Bungalow Available 2/1,1831617,Chris,,78756,30.31744,-97.74547,Entire home/apt,625,4,0,,,1,0,0,
362662,Downtown Central Austin East - HUGE HOUSE,1832618,Robert,,78702,30.25313,-97.72534,Entire home/apt,729,2,108,2020-04-24,0.86,1,354,0,
363040,"Classic Austin Neighborhood, Zilker Festival Suite",213651,Daniel,,78704,30.25433,-97.77582,Entire home/apt,99,1,355,2023-03-06,2.65,2,46,52,
363944,The Big Zilker. Minutes to it all!,1840480,Scott & Sally,,78704,30.25795,-97.77202,Entire home/apt,1154,4,31,2022-04-25,0.28,12,145,2,
364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,Adriana,,78703,30.27371,-97.75301,Entire home/apt,225,5,13,2019-03-14,0.11,1,0,0,
364269,Amazing Location! Pets Welcome. Minutes to it All.,1840480,Scott & Sally,,78704,30.25954,-97.76978,Entire home/apt,402,4,104,2022-12-28,0.78,12,340,14,
364402,Short + long term - Central Austin!,1841318,Alice,,78751,30.32104,-97.71852,Private room,65,60,17,2022-09-25,0.17,1,362,2,
365471,Hip E.Side Downtwn House Walk 2 ALL!,1845598,D.K.,,78702,30.25917,-97.73425,Entire home/apt,344,1,103,2022-10-24,0.77,1,96,9,
367356,New listing 2BR Dog Friendly | Patio | W/D,1488733,Vacasa Texas,,78751,30.30651,-97.72278,Entire home/apt,152,1,179,2022-11-06,1.34,16,364,5,
367789,Completely Renovated Mid Century,1856695,John,,78703,30.30549,-97.77147,Entire home/apt,2150,4,1,2014-03-17,0.01,1,0,0,
369090,SXSW Walk to Downtown. 2br Apt.,1861886,Sarah,,78704,30.25858,-97.75181,Entire home/apt,650,1,0,,,1,0,0,
381240,SXSW LUX Urban abode- Walk to SoCo,1887493,Sobena,,78704,30.2538,-97.74359,Entire home/apt,432,4,9,2022-10-24,0.07,1,242,5,
383603,Cozy Room in Little House... walk downtown,1901242,Leslie,,78702,30.25772,-97.7252,Private room,155,4,113,2023-03-14,0.84,1,80,12,
406911,❤ Banana Bread+Next to Downtown+Cozy+Screen Porch,1652515,Cynthia,,78704,30.25909,-97.756,Entire home/apt,181,1,413,2023-03-05,3.25,1,315,45,
412290,GREAT Room - SOUTH CONGRESS Area!,1726978,Benjamin,,78704,30.23899,-97.7522,Private room,47,1,52,2018-01-17,0.41,2,0,0,
424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,Susie & Eoin,,78704,30.241,-97.75371,Entire home/apt,240,30,27,2022-04-09,0.22,1,213,1,
430683,Architectual Gem/ Pool,2141281,Melanie,,78731,30.33875,-97.76135,Entire home/apt,695,31,2,2016-05-30,0.02,4,103,0,
433996,Modern Loft in the Heart of ATX | Walk to Zilker,2157243,Sean,,78704,30.26139,-97.77566,Entire home/apt,169,2,277,2023-02-26,2.11,8,132,21,
435211,Austin Historic home bedroom only,1644218,Cecily,,78701,30.27241,-97.74894,Private room,82,2,164,2020-02-15,1.24,2,0,0,
438411,Cozy central east home-kid friendly,2177425,Aga & B,,78702,30.26529,-97.71573,Entire home/apt,200,30,16,2021-05-18,0.12,2,74,0,
442720,House on the Creek - 4BR/3BA - 10 minutes to City,2200336,Gretchen,,78746,30.29948,-97.79728,Entire home/apt,421,7,103,2023-02-26,0.78,1,275,6,
461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.3239,-97.731,Entire home/apt,136,2,92,2022-11-28,0.73,1,194,6,
474901,Minutes to Zilker Park and Barton Springs!,2354063,Marit,,78704,30.25174,-97.78213,Entire home/apt,599,2,5,2016-10-10,0.05,1,362,0,
479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,Amanda,,78704,30.258,-97.75195,Private room,60,30,32,2023-02-20,0.24,3,314,4,
485360,Downtown Condo with Austin's skyline view!,2402591,Jane,,78702,30.26778,-97.72849,Entire home/apt,216,4,141,2023-02-26,1.27,1,53,26,
501861,Downtown SoCo Guest House,2476440,Michelle,,78704,30.253061,-97.745712,Entire home/apt,407,2,94,2023-03-10,1.21,2,296,34,
510168,The Retreat,793021,Steve,,78733,30.34253,-97.8616,Entire home/apt,343,3,116,2022-12-31,1.12,1,331,15,
517378,South Austin Condo with Great View,2546917,Clint,,78745,30.20976,-97.81729,Entire home/apt,250,1,0,,,1,0,0,
517430,Elegant Upper Level Home Apartment Minutes from Downtown,2546775,Rice,,78705,30.29961,-97.73449,Entire home/apt,167,2,174,2023-03-12,1.52,1,188,44,
522136,Downtown Oasis - Quiet Retreat,2567934,Alexis,,78701,30.27936,-97.74362,Entire home/apt,188,3,481,2023-03-09,3.68,1,98,46,
525231,"Brentwood Guest House, Fenced Yard",2507231,Kris,,78757,30.34024,-97.73739,Entire home/apt,137,2,109,2023-01-15,0.85,1,137,24,
528338,Suite Spot (Zilker),2595932,Amber,,78704,30.2619,-97.76328,Entire home/apt,207,2,516,2023-03-05,3.94,2,2,34,
530483,Designer's Victorian Home,359112,Sara,,78722,30.29288,-97.71964,Entire home/apt,325,28,16,2022-12-03,0.13,1,83,1,
540377,Beautiful SoCo House near downtown,989596,John,,78704,30.24852,-97.74502,Entire home/apt,255,3,7,2020-03-21,0.06,2,0,0,
542124,Designer Oasis-East Central Austin,2457470,Sharon,,78702,30.27514,-97.71954,Private room,115,2,52,2023-03-10,0.43,1,352,17,
560094,"Barton Springs, Hot tub, Downtown Wk/Mth Deals",4335991,Karen,,78704,30.2478,-97.786,Entire home/apt,573,2,89,2022-12-07,0.70,2,336,13,
563735,Zen Modern Home Near Downtown AUS,2771838,Pamela,,78704,30.25289,-97.79371,Private room,55,30,1,2013-10-07,0.01,1,314,0,
587572,Austin Getaway,7976770,Andrew,,78704,30.24546,-97.76627,Entire home/apt,139,2,193,2022-12-17,1.51,1,209,16,
592958,South Congress Beautiful Peaceful Bungalow,2927288,Tracy,,78704,30.24373,-97.75394,Entire home/apt,662,1,84,2023-02-27,0.69,1,197,18,
602877,Stylish Furnished Condo with Pool,1280071,Alexis,,78757,30.35992,-97.7331,Entire home/apt,95,30,5,2019-08-31,0.04,1,295,0,
603084,"Modern, Spacious 3/2/2 South Austin",1282837,Joseph,,78745,30.20451,-97.7971,Entire home/apt,191,30,94,2022-08-08,0.75,2,98,2,
607536,Mid-Century Modern East Austin- 2 Rooms in a house,2546033,Adam,,78723,30.30308,-97.67689,Private room,152,2,143,2022-11-10,1.12,1,341,8,
